180.593,70.7264,177.32,212.256,190,0
180.505,184.647,177.32,192.7,189.1,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
138.534,738.656,-291.901,218.07,178.269,0
