180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.336,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.312,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
180.4,71.456,276.056,215.248,179.872,237.16, 0
