187,161.568,211.2,183.92,179.168,169.224,1,0.001353179973
187,161.568,211.2,183.92,179.168,169.224,2,0.002706359946
187,161.656,211.2,183.92,179.168,169.224,3,0.004059539919
187.088,161.656,211.2,183.92,179.168,169.224,4,0.005412719892
187.088,161.656,211.2,183.92,179.168,169.312,5,0.006765899865
187.088,161.656,211.2,184.008,179.168,169.312,6,0.008119079838
187.088,161.656,211.2,183.92,179.168,169.224,7,0.009472259811
187.088,161.656,211.2,184.008,179.168,169.224,8,0.01082543978
187,161.656,211.2,184.008,179.168,169.224,9,0.01217861976
187,161.656,211.2,184.008,179.168,169.224,10,0.01353179973
187,161.656,211.2,183.92,179.168,169.224,11,0.0148849797
187,161.656,211.2,183.92,179.168,169.224,12,0.01623815968
187,161.656,211.2,184.008,179.168,169.224,13,0.01759133965
187.088,161.656,211.2,183.92,179.168,169.224,14,0.01894451962
187,161.656,211.2,183.92,179.168,169.224,15,0.02029769959
187,161.656,211.2,184.008,179.168,169.224,16,0.02165087957
187,161.656,211.2,183.92,179.168,169.224,17,0.02300405954
187.088,161.656,211.2,184.008,179.168,169.224,18,0.02435723951
187.088,161.744,211.2,183.92,179.168,169.224,19,0.02571041949
187.088,161.744,211.2,183.92,179.168,169.312,20,0.02706359946
187.088,161.744,211.2,184.008,179.168,169.312,21,0.02841677943
187,161.656,211.2,183.92,179.168,169.224,22,0.0297699594
187.088,161.656,211.2,184.008,179.168,169.224,23,0.03112313938
187,161.656,211.2,183.92,179.168,169.312,24,0.03247631935
187.088,161.656,211.2,183.92,179.168,169.224,25,0.03382949932
187,161.656,211.2,184.008,179.168,169.224,26,0.0351826793
187,161.656,211.2,184.008,179.168,169.224,27,0.03653585927
187,161.656,211.288,183.92,179.168,169.224,28,0.03788903924
187.088,161.656,211.376,184.008,179.168,169.224,29,0.03924221922
187,161.656,211.464,183.92,179.168,169.224,30,0.04059539919
187.088,161.656,211.552,184.008,179.168,169.224,31,0.04194857916
187.088,161.568,211.728,184.008,179.168,169.224,32,0.04330175913
187.088,161.568,211.904,183.92,179.168,169.224,33,0.04465493911
187.176,161.48,212.08,183.92,179.168,169.224,34,0.04600811908
187.264,161.392,212.344,184.008,179.168,169.224,35,0.04736129905
187.352,161.392,212.608,183.92,179.168,169.224,36,0.04871447903
187.44,161.304,212.784,184.008,179.168,169.224,37,0.050067659
187.528,161.128,213.048,183.92,179.168,169.224,38,0.05142083897
187.704,161.04,213.312,184.008,179.168,169.224,39,0.05277401894
187.792,160.864,213.664,184.008,179.168,169.224,40,0.05412719892
187.968,160.776,214.016,183.92,179.168,169.312,41,0.05548037889
188.144,160.424,214.456,183.92,179.168,169.224,42,0.05683355886
188.408,160.248,214.896,183.92,179.168,169.312,43,0.05818673884
188.672,160.16,215.336,183.92,179.168,169.224,44,0.05953991881
188.936,159.984,215.776,183.92,179.168,169.224,45,0.06089309878
189.2,159.808,216.304,183.92,179.168,169.224,46,0.06224627876
189.552,159.632,216.832,183.92,179.168,169.224,47,0.06359945873
189.816,159.456,217.184,183.832,179.168,169.224,48,0.0649526387
190.168,159.28,217.712,183.744,179.168,169.224,49,0.06630581867
190.432,159.104,218.24,183.656,179.168,169.224,50,0.06765899865
190.784,159.016,218.856,183.568,179.168,169.224,51,0.06901217862
191.136,158.752,219.472,183.48,179.168,169.224,52,0.07036535859
191.488,158.664,220,183.304,179.168,169.224,53,0.07171853857
191.664,158.576,220.616,183.04,179.168,169.224,54,0.07307171854
192.016,158.488,221.232,182.688,179.168,169.312,55,0.07442489851
192.192,158.4,221.672,182.424,179.168,169.224,56,0.07577807848
192.368,158.4,222.288,181.808,179.168,169.224,57,0.07713125846
192.544,158.4,222.904,181.28,179.168,169.224,58,0.07848443843
192.72,158.4,223.432,180.752,179.168,169.224,59,0.0798376184
192.896,158.4,224.048,180.048,179.168,169.224,60,0.08119079838
192.984,158.488,224.576,179.256,179.168,169.224,61,0.08254397835
193.16,158.576,225.192,178.288,179.168,169.224,62,0.08389715832
193.248,158.664,225.72,177.32,179.168,169.312,63,0.08525033829
193.248,158.752,226.336,176.352,179.168,169.224,64,0.08660351827
193.336,158.84,227.04,175.208,179.168,169.224,65,0.08795669824
193.424,159.016,227.568,174.152,179.168,169.224,66,0.08930987821
193.512,159.104,228.184,172.92,179.168,169.224,67,0.09066305819
193.512,159.192,228.8,171.688,179.168,169.224,68,0.09201623816
193.6,159.28,229.416,170.544,179.168,169.224,69,0.09336941813
193.776,159.456,230.208,169.224,179.168,169.224,70,0.09472259811
193.776,159.544,230.824,168.08,179.256,169.224,71,0.09607577808
193.776,159.632,231.616,166.672,179.344,169.224,72,0.09742895805
193.864,159.808,232.232,165.352,179.256,169.224,73,0.09878213802
193.864,160.072,232.936,164.032,179.256,169.312,74,0.100135318
193.864,160.248,233.728,162.8,179.256,169.224,75,0.101488498
193.864,160.6,234.344,161.568,179.256,169.312,76,0.1028416779
193.864,160.864,235.224,160.424,179.256,169.312,77,0.1041948579
194.04,161.128,236.192,159.192,179.344,169.224,78,0.1055480379
194.04,161.304,237.072,158.224,179.344,169.224,79,0.1069012179
194.128,161.568,237.952,157.256,179.344,169.312,80,0.1082543978
194.128,161.656,238.832,156.2,179.344,169.224,81,0.1096075778
194.216,161.92,239.624,155.232,179.344,169.224,82,0.1109607578
194.392,162.096,240.504,154,179.432,169.224,83,0.1123139378
194.48,162.272,241.384,152.944,179.432,169.224,84,0.1136671177
194.656,162.448,242.176,151.888,179.432,169.312,85,0.1150202977
194.744,162.624,242.968,150.832,179.344,169.224,86,0.1163734777
194.832,162.8,243.584,149.688,179.344,169.224,87,0.1177266576
195.008,162.888,244.2,148.368,179.344,169.224,88,0.1190798376
195.184,163.152,244.904,147.224,179.432,169.224,89,0.1204330176
195.36,163.328,245.432,146.168,179.52,169.224,90,0.1217861976
195.448,163.68,246.136,144.936,179.52,169.224,91,0.1231393775
195.624,164.032,246.752,143.88,179.52,169.224,92,0.1244925575
195.712,164.472,247.368,142.736,179.52,169.224,93,0.1258457375
